image_name,colour_rank,hex,red,green,blue,lab_l,lab_a,lab_b
sea_038.jpg,6,#125565,18,85,101,33.14,-14.44,-14.74
sea_038.jpg,7,#719CB7,113,156,183,62.15,-7.45,-18.53
sea_038.jpg,8,#26859A,38,133,154,51.18,-19.55,-19.11
sea_038.jpg,9,#39ACB9,57,172,185,64.73,-27.05,-16.26
sea_038.jpg,10,#98C5D5,152,197,213,77.01,-11.11,-12.59
sea_039.jpg,1,#083B42,8,59,66,22.05,-12.81,-9.29
sea_039.jpg,2,#08444B,8,68,75,26.0,-15.4,-8.87
sea_039.jpg,3,#08323D,8,50,61,18.79,-10.04,-10.44
sea_039.jpg,4,#084F52,8,79,82,30.07,-18.58,-7.68
sea_039.jpg,5,#0A5C5E,10,92,94,35.08,-21.43,-7.45
sea_039.jpg,6,#9EC8CA,158,200,202,77.85,-13.65,-5.47
sea_039.jpg,7,#1B7273,27,114,115,43.37,-23.69,-8.13
sea_039.jpg,8,#6CB4B5,108,180,181,68.89,-22.22,-7.65
sea_039.jpg,9,#3F9596,63,149,150,56.77,-25.03,-8.63
sea_039.jpg,10,#476A72,71,106,114,42.51,-10.2,-8.58
sea_040.jpg,1,#192F42,25,47,66,18.5,-2.11,-14.47
sea_040.jpg,2,#164056,22,64,86,25.27,-6.54,-17.24
sea_040.jpg,3,#1E5C71,30,92,113,36.09,-11.99,-17.59
sea_040.jpg,4,#384957,56,73,87,30.23,-2.86,-10.16
sea_040.jpg,5,#2D798C,45,121,140,47.28,-17.06,-16.92
sea_040.jpg,6,#729BA7,114,155,167,61.64,-11.22,-10.27
sea_040.jpg,7,#9AC7D0,154,199,208,77.44,-13.0,-9.09
sea_040.jpg,8,#556E7A,85,110,122,44.93,-5.89,-9.73
sea_040.jpg,9,#3899A9,56,153,169,58.44,-22.78,-16.7
sea_040.jpg,10,#62BCC8,98,188,200,71.39,-23.6,-14.41
sea_041.jpg,1,#03306C,3,48,108,21.04,11.68,-38.57
sea_041.jpg,2,#06447D,6,68,125,28.43,5.85,-37.69
sea_041.jpg,3,#043B86,4,59,134,26.51,15.18,-46.19
sea_041.jpg,4,#075098,7,80,152,34.03,9.03,-45.12
sea_041.jpg,5,#022656,2,38,86,15.83,9.21,-32.21
sea_041.jpg,6,#1362A1,19,98,161,40.38,1.16,-40.12
sea_041.jpg,7,#04456E,4,69,110,28.0,-2.28,-28.46
sea_041.jpg,8,#0A5875,10,88,117,34.8,-10.63,-22.54
sea_041.jpg,9,#246E7E,36,110,126,42.96,-17.1,-15.35
sea_041.jpg,10,#538D94,83,141,148,55.05,-17.02,-9.78
sea_042.jpg,1,#114558,17,69,88,27.09,-9.82,-15.79
sea_042.jpg,2,#063144,6,49,68,18.42,-6.03,-15.91
sea_042.jpg,3,#1E5D71,30,93,113,36.67,-13.16,-16.73
sea_042.jpg,4,#257B8C,37,123,140,47.72,-19.39,-16.45
sea_042.jpg,5,#7295AB,114,149,171,59.91,-6.77,-15.25
sea_042.jpg,6,#4C768A,76,118,138,47.35,-8.83,-15.78
sea_042.jpg,7,#94B4C4,148,180,196,71.45,-7.12,-11.9
sea_042.jpg,8,#5A9CAA,90,156,170,60.47,-17.15,-13.85
sea_042.jpg,9,#154F70,21,79,112,31.61,-5.66,-24.5
sea_042.jpg,10,#34799E,52,121,158,48.03,-9.36,-26.63
sea_043.jpg,1,#B1D3F6,177,211,246,83.18,-3.47,-21.03
sea_043.jpg,2,#BFD8F5,191,216,245,85.5,-2.42,-16.98
sea_043.jpg,3,#A5C6EC,165,198,236,78.78,-2.41,-22.14
sea_043.jpg,4,#91BBE7,145,187,231,74.33,-3.27,-26.26
sea_043.jpg,5,#A0CAF6,160,202,246,79.73,-3.21,-26.26
sea_043.jpg,6,#7AAAD8,122,170,216,67.93,-4.02,-28.03
sea_043.jpg,7,#79B2EA,121,178,234,70.79,-3.7,-33.54
sea_043.jpg,8,#5799CA,87,153,202,60.85,-6.98,-31.36
sea_043.jpg,9,#549EDE,84,158,222,63.09,-4.08,-39.01
sea_043.jpg,10,#6E9BB9,110,155,185,61.96,-7.45,-20.25
sea_044.jpg,1,#05658E,5,101,142,40.12,-9.1,-29.06
sea_044.jpg,2,#046185,4,97,133,38.21,-9.97,-26.65
sea_044.jpg,3,#03597A,3,89,122,35.08,-9.74,-24.8
sea_044.jpg,4,#015477,1,84,119,33.26,-7.81,-26.03
sea_044.jpg,5,#064C6B,6,76,107,30.08,-7.6,-23.35
sea_044.jpg,6,#123C58,18,60,88,23.73,-3.21,-21.32
sea_044.jpg,7,#4577A4,69,119,164,48.42,-2.97,-29.18
sea_044.jpg,8,#96A9C4,150,169,196,68.61,-0.33,-16.23
sea_044.jpg,9,#718EB4,113,142,180,58.3,-0.75,-23.07
sea_044.jpg,10,#44657E,68,101,126,41.28,-4.57,-17.73
sea_045.jpg,1,#A4B3DC,164,179,220,73.02,3.76,-22.23
sea_045.jpg,2,#7385B0,115,133,176,55.74,3.91,-24.38
sea_045.jpg,3,#8B9CC4,139,156,196,64.35,3.06,-22.33
sea_045.jpg,4,#314162,49,65,98,27.48,4.18,-21.84
sea_045.jpg,5,#596B97,89,107,151,45.43,4.99,-26.27
sea_045.jpg,6,#BBC9EF,187,201,239,81.1,3.18,-20.25
sea_045.jpg,7,#42537F,66,83,127,35.57,6.3,-26.89
sea_045.jpg,8,#25344A,37,52,74,21.43,0.62,-15.52
sea_045.jpg,9,#465978,70,89,120,37.35,1.53,-20.12
sea_045.jpg,10,#607596,96,117,150,48.8,1.11,-20.6
sea_046.jpg,1,#2A3C4D,42,60,77,24.59,-2.39,-12.35
sea_046.jpg,2,#223545,34,53,69,21.18,-2.45,-12.3
sea_046.jpg,3,#334555,51,69,85,28.29,-2.26,-12.18
sea_046.jpg,4,#192D3D,25,45,61,17.54,-2.17,-12.89
sea_046.jpg,5,#3D4F5F,61,79,95,32.61,-2.43,-12.01
sea_046.jpg,6,#97AEBF,151,174,191,69.86,-4.31,-11.31
sea_046.jpg,7,#4C5F70,76,95,112,39.51,-2.9,-11.61
sea_046.jpg,8,#ACC2D4,172,194,212,77.37,-3.62,-11.6
sea_046.jpg,9,#688392,104,131,146,53.12,-5.56,-11.44
sea_046.jpg,10,#13406A,19,64,106,26.26,1.42,-28.97
sea_047.jpg,1,#037D88,3,125,136,47.54,-24.55,-14.12
sea_047.jpg,2,#09ACB1,9,172,177,63.82,-33.92,-12.93
sea_047.jpg,3,#059CA2,5,156,162,58.45,-31.08,-13.08
sea_047.jpg,4,#026E7C,2,110,124,42.32,-20.99,-15.22
sea_047.jpg,5,#038C94,3,140,148,52.85,-28.16,-13.05
sea_047.jpg,6,#0F90A0,15,144,160,54.54,-25.4,-17.44
sea_047.jpg,7,#07778E,7,119,142,45.93,-19.2,-20.09
sea_047.jpg,8,#0FBCBF,15,188,191,69.33,-36.97,-12.45
sea_047.jpg,9,#056075,5,96,117,37.4,-15.85,-18.27
sea_047.jpg,10,#82CFDA,130,207,218,78.66,-20.63,-13.2
sea_048.jpg,1,#0E6368,14,99,104,37.79,-21.27,-9.49
sea_048.jpg,2,#06565B,6,86,91,32.76,-19.32,-9.33
sea_048.jpg,3,#0A505C,10,80,92,30.85,-15.35,-12.96
sea_048.jpg,4,#127375,18,115,117,43.69,-24.61,-8.94
sea_048.jpg,5,#06404D,6,64,77,24.32,-11.81,-13.2
sea_048.jpg,6,#023657,2,54,87,21.28,-1.86,-24.18
sea_048.jpg,7,#064561,6,69,97,27.33,-7.55,-21.2
sea_048.jpg,8,#43797D,67,121,125,47.45,-16.77,-7.82
sea_048.jpg,9,#2E9193,46,145,147,55.08,-27.11,-9.39
sea_048.jpg,10,#7FB1B9,127,177,185,69.14,-14.37,-9.48
sea_049.jpg,1,#0F3143,15,49,67,18.74,-5.34,-14.82
sea_049.jpg,2,#748EAA,116,142,170,58.1,-2.61,-17.32
sea_049.jpg,3,#17485C,23,72,92,28.24,-8.73,-16.74
sea_049.jpg,4,#24637A,36,99,122,39.0,-11.91,-18.74
sea_049.jpg,5,#4F7B94,79,123,148,49.39,-7.86,-18.49
sea_049.jpg,6,#4F687F,79,104,127,42.79,-3.02,-15.76
sea_049.jpg,7,#3B5467,59,84,103,34.36,-3.62,-14.38
sea_049.jpg,8,#687B95,104,123,149,51.14,-0.77,-16.23
sea_049.jpg,9,#2C3A49,44,58,73,23.67,-1.25,-11.02
sea_049.jpg,10,#90A2BC,144,162,188,66.17,-0.46,-15.56
sea_050.jpg,1,#80C4D5,128,196,213,75.43,-17.14,-15.26
sea_050.jpg,2,#99D1E2,153,209,226,80.75,-13.9,-14.2
sea_050.jpg,3,#69B3C4,105,179,196,68.99,-18.78,-15.7
sea_050.jpg,4,#53A0AF,83,160,175,61.75,-19.52,-15.09
sea_050.jpg,5,#357682,53,118,130,46.07,-16.84,-13.13
sea_050.jpg,6,#428A97,66,138,151,53.73,-18.62,-13.74
sea_050.jpg,7,#B7DEEF,183,222,239,86.28,-9.31,-12.34
sea_050.jpg,8,#103947,16,57,71,22.04,-9.05,-12.54
sea_050.jpg,9,#2D636E,45,99,110,38.82,-14.06,-11.83
sea_050.jpg,10,#1F4E5A,31,78,90,30.71,-11.97,-11.61
sea_051.jpg,1,#012590,1,37,144,21.23,34.75,-60.75
sea_051.jpg,2,#012A9A,1,42,154,23.65,35.37,-63.26
sea_051.jpg,3,#011C81,1,28,129,17.54,34.79,-57.77
sea_051.jpg,4,#002E9D,0,46,157,25.0,33.35,-62.52
sea_051.jpg,5,#013191,1,49,145,24.62,26.91,-56.31
sea_051.jpg,6,#013F9C,1,63,156,29.33,21.8,-55.05
sea_051.jpg,7,#0155B0,1,85,176,37.18,15.0,-54.16
sea_051.jpg,8,#0170C4,1,112,196,46.52,5.73,-51.18
sea_051.jpg,9,#028CD7,2,140,215,55.81,-3.87,-47.03
sea_051.jpg,10,#02B2F0,2,178,240,68.2,-16.03,-41.31
sea_052.jpg,1,#A6C8E4,166,200,228,78.97,-4.83,-17.65
sea_052.jpg,2,#91BCDF,145,188,223,74.3,-5.51,-22.17
sea_052.jpg,3,#75ABD7,117,171,215,67.93,-6.35,-27.6
sea_052.jpg,4,#0A7895,10,120,149,46.45,-16.72,-23.62
sea_052.jpg,5,#5297CB,82,151,203,60.22,-6.61,-33.08
sea_052.jpg,6,#237484,35,116,132,45.08,-18.49,-15.71
sea_052.jpg,7,#0B547F,11,84,127,33.8,-3.96,-29.98
sea_052.jpg,8,#046077,4,96,119,37.23,-14.55,-20.02
sea_052.jpg,9,#378A9F,55,138,159,53.54,-18.35,-18.41
sea_052.jpg,10,#033764,3,55,100,22.39,3.54,-30.99
sea_053.jpg,1,#1C2F3C,28,47,60,18.23,-3.24,-10.94
sea_053.jpg,2,#233643,35,54,67,21.55,-3.22,-10.67
sea_053.jpg,3,#293F4E,41,63,78,25.51,-3.86,-11.98
sea_053.jpg,4,#39434E,57,67,78,28.11,-1.4,-7.69
sea_053.jpg,5,#2F3A45,47,58,69,24.02,-1.68,-8.18
sea_053.jpg,6,#444E58,68,78,88,32.5,-1.45,-7.32
sea_053.jpg,7,#1A3D52,26,61,82,24.2,-5.25,-16.46
sea_053.jpg,8,#334B59,51,75,89,30.51,-4.7,-11.48
sea_053.jpg,9,#445C67,68,92,103,37.61,-5.92,-9.15
sea_053.jpg,10,#566970,86,105,112,43.09,-5.06,-6.42
sea_054.jpg,1,#03257E,3,37,126,19.52,27.36,-52.52
sea_054.jpg,2,#021C6A,2,28,106,14.96,25.51,-47.26
sea_054.jpg,3,#022E92,2,46,146,23.77,29.39,-57.8
sea_054.jpg,4,#033FA8,3,63,168,30.38,27.17,-60.83
sea_054.jpg,5,#0552BB,5,82,187,37.2,21.95,-60.84
sea_054.jpg,6,#021557,2,21,87,10.86,22.82,-41.52
sea_054.jpg,7,#010E44,1,14,68,6.68,18.67,-34.68
sea_054.jpg,8,#0D67C9,13,103,201,44.12,14.29,-57.84
sea_054.jpg,9,#1B80D5,27,128,213,52.33,3.88,-51.54
sea_054.jpg,10,#3AA2E2,58,162,226,63.51,-8.41,-41.02
sea_055.jpg,1,#315075,49,80,117,33.44,0.47,-24.6
sea_055.jpg,2,#253953,37,57,83,23.68,0.44,-18.22
sea_055.jpg,3,#2B4564,43,69,100,28.56,0.37,-21.24
sea_055.jpg,4,#3A5D88,58,93,136,38.78,0.67,-27.58
sea_055.jpg,5,#476C9B,71,108,155,44.89,0.64,-29.25
sea_055.jpg,6,#597DAA,89,125,170,51.51,-0.08,-27.72
sea_055.jpg,7,#1F2F44,31,47,68,18.87,0.43,-15.38
sea_055.jpg,8,#6F90B8,111,144,184,58.72,-0.85,-24.71
sea_055.jpg,9,#486586,72,101,134,41.94,-1.38,-21.29
sea_055.jpg,10,#88A5CD,136,165,205,66.99,-0.45,-23.55
sea_056.jpg,1,#668291,102,130,145,52.65,-6.14,-11.38
sea_056.jpg,2,#7491A0,116,145,160,58.55,-6.49,-11.44
sea_056.jpg,3,#597486,89,116,134,47.39,-5.25,-12.78
sea_056.jpg,4,#86A1AE,134,161,174,64.59,-6.3,-9.66
sea_056.jpg,5,#4B6174,75,97,116,40.15,-3.03,-13.41
sea_056.jpg,6,#586A75,88,106,117,43.84,-4.0,-8.25
sea_056.jpg,7,#495663,73,86,99,35.89,-1.99,-9.0
sea_056.jpg,8,#394350,57,67,80,28.17,-0.81,-9.03
sea_056.jpg,9,#2A3543,42,53,67,21.83,-1.07,-9.88
sea_056.jpg,10,#3D4D62,61,77,98,32.05,-0.44,-14.22
sea_057.jpg,1,#324561,50,69,97,28.98,1.03,-18.65
sea_057.jpg,2,#3A506F,58,80,111,33.53,0.93,-20.64
sea_057.jpg,3,#415C80,65,92,128,38.3,0.93,-23.37
sea_057.jpg,4,#2B3A52,43,58,82,24.27,0.98,-16.29
sea_057.jpg,5,#4C6990,76,105,144,43.71,0.77,-24.84
sea_057.jpg,6,#5977A0,89,119,160,49.28,0.63,-25.38
sea_057.jpg,7,#222E41,34,46,65,18.7,0.89,-13.69
sea_057.jpg,8,#6987B1,105,135,177,55.51,0.5,-25.41
sea_057.jpg,9,#7D99C2,125,153,194,62.47,0.58,-24.51
sea_057.jpg,10,#4C607C,76,96,124,40.13,0.18,-18.21
sea_058.jpg,1,#023D62,2,61,98,24.25,-1.64,-26.64
sea_058.jpg,2,#034671,3,70,113,28.23,-1.32,-29.88
sea_058.jpg,3,#022D46,2,45,70,17.02,-3.33,-19.42
sea_058.jpg,4,#043855,4,56,85,22.07,-4.26,-21.56
sea_058.jpg,5,#013253,1,50,83,19.66,-0.84,-24.36
sea_058.jpg,6,#042C3E,4,44,62,16.26,-5.49,-15.43
sea_058.jpg,7,#08476A,8,71,106,28.42,-4.77,-25.22
sea_058.jpg,8,#08537F,8,83,127,33.63,-3.57,-30.67
sea_058.jpg,9,#244454,36,68,84,27.2,-6.74,-12.93
sea_058.jpg,10,#527386,82,115,134,46.76,-7.07,-13.81
sea_059.jpg,1,#7183AD,113,131,173,54.82,3.92,-24.23
sea_059.jpg,2,#8293BC,130,147,188,60.97,3.58,-23.52
sea_059.jpg,3,#4E5F89,78,95,137,40.72,4.9,-25.0
sea_059.jpg,4,#60729F,96,114,159,48.32,5.04,-26.26
sea_059.jpg,5,#3E4D72,62,77,114,33.12,4.76,-23.26
sea_059.jpg,6,#96A5CC,150,165,204,67.94,3.09,-21.28
sea_059.jpg,7,#252D42,37,45,66,18.81,2.68,-14.11
sea_059.jpg,8,#2E3B59,46,59,89,24.9,4.2,-19.93
sea_059.jpg,9,#61708F,97,112,143,47.16,1.87,-18.73
sea_059.jpg,10,#475367,71,83,103,35.07,0.74,-13.31
sea_060.jpg,1,#77A1D5,119,161,213,65.12,-0.43,-30.97
sea_060.jpg,2,#6791CC,103,145,204,59.45,1.91,-34.74
sea_060.jpg,3,#89B1DE,137,177,222,70.95,-2.39,-26.93
sea_060.jpg,4,#557DBA,85,125,186,51.94,4.27,-36.39
sea_060.jpg,5,#46679E,70,103,158,43.33,4.84,-33.42
sea_060.jpg,6,#3B5582,59,85,130,36.18,3.98,-28.03
sea_060.jpg,7,#2E4265,46,66,101,27.72,3.49,-23.27
sea_060.jpg,8,#233147,35,49,71,19.99,1.75,-15.89
sea_060.jpg,9,#5A7AA8,90,122,168,50.6,1.35,-27.95
sea_060.jpg,10,#3B4959,59,73,89,30.57,-1.66,-11.02
sea_061.jpg,1,#3695A1,54,149,161,56.96,-23.5,-14.48
sea_061.jpg,2,#2581A1,37,129,161,50.24,-15.23,-24.62
sea_061.jpg,3,#489CBF,72,156,191,60.66,-14.76,-25.61
sea_061.jpg,4,#267D87,38,125,135,47.98,-21.74,-12.8
sea_061.jpg,5,#64ABB2,100,171,178,65.78,-20.59,-10.47
sea_061.jpg,6,#6C96A4,108,150,164,59.62,-10.75,-12.16
sea_061.jpg,7,#31616D,49,97,109,38.54,-12.77,-11.55
sea_061.jpg,8,#062147,6,33,71,13.06,6.78,-26.78
sea_061.jpg,9,#223B4E,34,59,78,23.76,-3.66,-14.27
sea_061.jpg,10,#2E5C81,46,92,129,37.49,-3.59,-25.25
sea_062.jpg,1,#2C6177,44,97,119,38.63,-10.4,-17.85
sea_062.jpg,2,#23586E,35,88,110,34.86,-9.82,-18.0
sea_062.jpg,3,#306C81,48,108,129,42.66,-12.52,-17.74
sea_062.jpg,4,#3E6B81,62,107,129,42.89,-8.85,-16.99
sea_062.jpg,5,#45778D,69,119,141,47.38,-10.45,-17.09
sea_062.jpg,6,#708C9E,112,140,158,56.81,-5.71,-12.8
sea_062.jpg,7,#5C8498,92,132,152,52.99,-8.26,-15.27
sea_062.jpg,8,#56788B,86,120,139,48.46,-6.86,-14.33
sea_062.jpg,9,#819AAB,129,154,171,62.27,-4.74,-11.84
sea_062.jpg,10,#94ABBC,148,171,188,68.75,-4.12,-11.4
sea_063.jpg,1,#0F6794,15,103,148,41.15,-7.19,-31.28
sea_063.jpg,2,#116A93,17,106,147,42.06,-9.0,-29.44
sea_063.jpg,3,#376E7F,55,110,127,43.53,-13.21,-14.62
sea_063.jpg,4,#A1BBCA,161,187,202,74.49,-5.55,-10.6
sea_063.jpg,5,#92ADC1,146,173,193,69.44,-5.11,-13.0
sea_063.jpg,6,#487A8C,72,122,140,48.46,-11.57,-15.16
sea_063.jpg,7,#24687F,36,104,127,40.86,-13.13,-19.15
sea_063.jpg,8,#7C9DB2,124,157,178,63.13,-6.81,-14.19
sea_063.jpg,9,#628B9C,98,139,156,55.41,-9.42,-13.72
sea_063.jpg,10,#7AA0A8,122,160,168,63.3,-10.91,-8.36
sea_064.jpg,1,#67808C,103,128,140,52.09,-6.13,-9.21
sea_064.jpg,2,#5B7683,91,118,131,47.95,-6.44,-10.18
sea_064.jpg,3,#748B95,116,139,149,56.41,-5.88,-8.25
sea_064.jpg,4,#4E6C7B,78,108,123,44.0,-6.93,-11.53
sea_064.jpg,5,#436272,67,98,114,39.7,-6.51,-12.6
sea_064.jpg,6,#375768,55,87,104,35.14,-6.24,-13.88
sea_064.jpg,7,#2A4B60,42,75,96,30.36,-5.39,-15.75
sea_064.jpg,8,#8198A2,129,152,162,61.48,-6.09,-7.94
sea_064.jpg,9,#1D3D55,29,61,85,24.59,-3.51,-17.99
sea_064.jpg,10,#0E2C47,14,44,71,17.03,-0.09,-20.22
sea_065.jpg,1,#2C333E,44,51,62,20.94,0.44,-8.09
sea_065.jpg,2,#343D48,52,61,72,25.34,-0.57,-7.84
sea_065.jpg,3,#3F4A56,63,74,86,30.86,-1.38,-8.63
sea_065.jpg,4,#415063,65,80,99,33.34,-0.53,-12.97
sea_065.jpg,5,#4B5865,75,88,101,36.66,-1.72,-9.48
sea_065.jpg,6,#364153,54,65,83,27.3,0.23,-12.01
sea_065.jpg,7,#4E6074,78,96,116,39.84,-1.44,-13.54
sea_065.jpg,8,#5C6E7F,92,110,127,45.55,-2.2,-11.7
sea_065.jpg,9,#576571,87,101,113,41.99,-2.4,-8.85
sea_065.jpg,10,#697987,105,121,135,50.08,-2.59,-9.52
sea_066.jpg,1,#006091,0,96,145,38.53,-4.68,-33.72
sea_066.jpg,2,#015984,1,89,132,35.46,-5.48,-30.53
sea_066.jpg,3,#269FD4,38,159,212,61.71,-13.89,-36.1
sea_066.jpg,4,#006BA2,0,107,162,42.84,-4.53,-36.99
sea_066.jpg,5,#0286C3,2,134,195,52.93,-7.87,-40.22
sea_066.jpg,6,#0B93CD,11,147,205,57.51,-11.37,-38.83
sea_066.jpg,7,#51A9D9,81,169,217,65.74,-11.75,-32.36
sea_066.jpg,8,#0177B3,1,119,179,47.68,-5.49,-39.34
sea_066.jpg,9,#72B1DD,114,177,221,69.77,-8.62,-27.97
sea_066.jpg,10,#015072,1,80,114,31.73,-7.52,-25.36
sea_067.jpg,1,#558FC8,85,143,200,57.74,-1.98,-35.27
sea_067.jpg,2,#044279,4,66,121,27.59,4.85,-36.21
sea_067.jpg,3,#6797C7,103,151,199,60.99,-2.82,-29.79
sea_067.jpg,4,#023768,2,55,104,22.66,5.16,-33.11
sea_067.jpg,5,#022F57,2,47,87,19.06,3.15,-28.22
sea_067.jpg,6,#0A406E,10,64,110,26.34,1.98,-31.31
sea_067.jpg,7,#022745,2,39,69,14.8,0.65,-22.32
sea_067.jpg,8,#0F518A,15,81,138,33.61,2.85,-37.28
sea_067.jpg,9,#466D9A,70,109,154,45.11,-0.27,-28.49
sea_067.jpg,10,#8195B2,129,149,178,60.98,-0.16,-17.5
sea_068.jpg,1,#0A5465,10,84,101,32.43,-14.01,-16.09
sea_068.jpg,2,#105E79,16,94,121,37.06,-12.44,-21.17
sea_068.jpg,3,#82A4B4,130,164,180,65.41,-7.57,-12.32
sea_068.jpg,4,#226E7E,34,110,126,42.65,-16.96,-15.96
sea_068.jpg,5,#217591,33,117,145,45.69,-14.62,-22.36
sea_068.jpg,6,#368AA0,54,138,160,53.41,-17.87,-19.41
sea_068.jpg,7,#5E889A,94,136,154,54.28,-9.69,-14.31
sea_068.jpg,8,#9CBECD,156,190,205,74.97,-8.01,-11.5
sea_068.jpg,9,#64A3B6,100,163,182,63.49,-14.79,-16.42
sea_068.jpg,10,#104051,16,64,81,24.97,-9.36,-14.82
sea_069.jpg,1,#0A5C70,10,92,112,35.89,-15.02,-17.5
sea_069.jpg,2,#12697D,18,105,125,40.81,-16.97,-17.68
sea_069.jpg,3,#074F62,7,79,98,30.7,-12.97,-16.61
sea_069.jpg,4,#054152,5,65,82,24.9,-10.38,-15.77
sea_069.jpg,5,#20788B,32,120,139,46.51,-18.6,-17.72
sea_069.jpg,6,#033142,3,49,66,18.3,-7.21,-15.2
sea_069.jpg,7,#3D8896,61,136,150,52.63,-18.61,-14.88
sea_069.jpg,8,#609EA9,96,158,169,61.55,-17.3,-11.83
sea_069.jpg,9,#81B8BF,129,184,191,71.44,-16.1,-9.3
sea_069.jpg,10,#A6D5D9,166,213,217,82.22,-14.23,-6.96
sea_070.jpg,1,#44B9D7,68,185,215,70.05,-23.11,-24.5
sea_070.jpg,2,#6CCDE7,108,205,231,77.72,-21.6,-21.76
sea_070.jpg,3,#013248,1,50,72,19.04,-6.19,-17.59
sea_070.jpg,4,#0B6A8E,11,106,142,41.75,-11.33,-26.99
sea_070.jpg,5,#20A8C9,32,168,201,63.72,-22.78,-26.73
sea_070.jpg,6,#0D4E64,13,78,100,30.4,-10.78,-18.32
sea_070.jpg,7,#208AAD,32,138,173,53.62,-16.69,-26.6
sea_070.jpg,8,#4FA4BA,79,164,186,63.05,-18.94,-19.46
sea_070.jpg,9,#72BFD2,114,191,210,73.32,-19.2,-16.57
sea_070.jpg,10,#347389,52,115,137,45.27,-12.79,-18.53
sea_071.jpg,1,#1F2F3C,31,47,60,18.69,-2.8,-10.2
sea_071.jpg,2,#2E3E4B,46,62,75,25.49,-2.9,-10.04
sea_071.jpg,3,#44535E,68,83,94,34.31,-2.67,-8.57
sea_071.jpg,4,#253643,37,54,67,21.83,-2.8,-10.34
sea_071.jpg,5,#34414A,52,65,74,26.92,-3.05,-6.95
sea_071.jpg,6,#293840,41,56,64,22.45,-3.33,-7.35
sea_071.jpg,7,#384856,56,72,86,29.85,-2.85,-9.94
sea_071.jpg,8,#3E4B53,62,75,83,31.03,-2.77,-6.54
sea_071.jpg,9,#4E5B66,78,91,102,37.91,-2.49,-7.77
sea_071.jpg,10,#596771,89,103,113,42.71,-2.53,-7.74
sea_072.jpg,1,#1E394E,30,57,78,22.9,-3.52,-15.62
sea_072.jpg,2,#284459,40,68,89,27.5,-3.58,-15.73
sea_072.jpg,3,#5D7E99,93,126,153,51.3,-4.16,-18.54
sea_072.jpg,4,#334E63,51,78,99,31.82,-3.57,-15.71
sea_072.jpg,5,#122E41,18,46,65,17.6,-3.09,-15.49
sea_072.jpg,6,#6A88A1,106,136,161,55.3,-4.37,-16.89
sea_072.jpg,7,#7691A6,118,145,166,58.99,-4.62,-14.15
sea_072.jpg,8,#8397A6,131,151,166,61.42,-3.82,-10.07
sea_072.jpg,9,#52718D,82,113,141,46.31,-3.65,-18.81
sea_072.jpg,10,#718594,113,133,148,54.48,-3.69,-10.21
sea_073.jpg,1,#3F4C54,63,76,84,31.62,-3.4,-6.18
sea_073.jpg,2,#77949C,119,148,156,59.42,-8.4,-7.39
sea_073.jpg,3,#61787F,97,120,127,48.88,-6.46,-6.88
sea_073.jpg,4,#303C42,48,60,66,24.38,-2.68,-5.77
sea_073.jpg,5,#4F6169,79,97,105,40.05,-4.86,-6.69
sea_073.jpg,6,#416D76,65,109,118,43.34,-12.38,-9.93
sea_073.jpg,7,#5B848D,91,132,141,52.69,-11.89,-9.4
sea_073.jpg,8,#223D43,34,61,67,23.91,-8.15,-7.28
sea_073.jpg,9,#8DADB4,141,173,180,68.61,-9.11,-7.15
sea_073.jpg,10,#32565E,50,86,94,34.15,-10.33,-8.87
sea_074.jpg,1,#162E3B,22,46,59,17.75,-4.83,-11.07
sea_074.jpg,2,#1B3542,27,53,66,20.75,-5.5,-11.21
sea_074.jpg,3,#243F4D,36,63,77,24.99,-5.51,-11.83
sea_074.jpg,4,#2F4A5A,47,74,90,30.05,-5.51,-12.29
sea_074.jpg,5,#3E5869,62,88,105,36.16,-5.31,-12.4
sea_074.jpg,6,#9FB8CA,159,184,202,73.55,-4.69,-11.87
sea_074.jpg,7,#8EA8BA,142,168,186,67.38,-4.74,-12.38
sea_074.jpg,8,#4F697A,79,105,122,43.01,-5.32,-12.44
sea_074.jpg,9,#7691A2,118,145,162,58.62,-5.13,-12.4
sea_074.jpg,10,#617B8D,97,123,141,50.4,-5.09,-12.43
sea_075.jpg,1,#7CA4BD,124,164,189,65.24,-7.11,-17.43
sea_075.jpg,2,#457896,69,120,150,48.16,-8.47,-21.18
sea_075.jpg,3,#376B7E,55,107,126,42.56,-11.69,-15.84
sea_075.jpg,4,#5F8FAD,95,143,173,57.29,-7.94,-20.81
sea_075.jpg,5,#245763,36,87,99,34.2,-12.87,-12.05
sea_075.jpg,6,#164248,22,66,72,25.52,-12.94,-7.9
sea_075.jpg,7,#9BBBD1,155,187,209,74.24,-5.44,-14.91
sea_075.jpg,8,#2E5A74,46,90,116,36.37,-6.93,-19.47
sea_075.jpg,9,#5B8799,91,135,153,53.85,-10.14,-14.4
sea_075.jpg,10,#193F50,25,63,80,24.81,-7.42,-14.14
sea_076.jpg,1,#596D76,89,109,118,44.71,-5.06,-7.64
sea_076.jpg,2,#647D84,100,125,132,50.73,-7.44,-6.67
sea_076.jpg,3,#6B8190,107,129,144,52.65,-4.46,-10.61
sea_076.jpg,4,#485B63,72,91,99,37.4,-4.89,-7.18
sea_076.jpg,5,#476476,71,100,118,40.84,-5.64,-13.31
sea_076.jpg,6,#567587,86,117,135,47.61,-6.54,-13.39
