hex,red,green,blue,weighted_average_hue,weighted_average_saturation,weighted_average_brightness,lab_average_colour_hue,lab_average_colour_saturation,lab_average_colour_brightness,lab_l,lab_a,lab_b
#0052D9,0,82,217,217.3068,89.8694,68.0975,217.2704,100.0,85.1252,39.7156,33.3851,-74.0443
